"","PC_1","PC_2","PC_3","PC_4","PC_5","PC_6","PC_7","PC_8","PC_9","PC_10","PC_11","PC_12","PC_13","PC_14","PC_15","PC_16","PC_17","PC_18","PC_19","PC_20","PC_21","PC_22","PC_23","PC_24","PC_25","PC_26","PC_27","PC_28","PC_29","PC_30","PC_31","PC_32","PC_33","PC_34","PC_35","PC_36","PC_37","PC_38","PC_39","PC_40","PC_41","PC_42","PC_43","PC_44","PC_45","PC_46","PC_47","PC_48","PC_49","PC_50"
"MGH100.P5.D03",-7.43818142638698,-0.545315655233448,-1.77484381589963,-2.83951251184515,-1.97773280804083,0.0694708475079448,-1.94507900303388,-0.649429196843572,1.9106301924596,1.53809395577936,0.83399259125368,1.95491005420452,2.59159665136474,-1.96990771462143,-3.69557428680994,-2.38361830809129,2.06796185746303,0.182778569379116,-0.780964102619374,-3.96634812150091,0.740934597014464,3.51814587348536,1.19482337949857,-6.01016302635917,-0.444789644979294,-0.596394632943285,0.635868384560172,-2.0611055325838,2.37897868686278,0.0950946165042932,-1.94019573567228,-3.09413976122933,-2.3997950105143,-0.330851613526424,1.70267291281709,-1.09868227667778,5.70063117643318,1.49613142411958,0.463420678122838,1.02070730452116,0.246040850375244,0.736160559619682,-1.60603432284812,-0.441446062877007,-0.65773905635531,2.00039713609315,0.571698056329546,-4.48240058798952,-0.925618518983386,-0.826371381051127
"MGH100.P5.D04",-9.24734686973492,-1.52903894678805,-0.0685844473811063,-5.70986895690192,-0.614835758965806,2.91129765263935,-3.59516005640183,-0.880549854368587,-0.0808580951900429,0.287815806383562,3.1356926885538,3.89248485518391,1.54371674749411,-2.19426621202404,-1.88830701357887,-2.44180891191007,2.66673654589563,-0.623689501662966,2.95671017664594,-4.30461333501914,0.116232896977528,0.533919385024192,1.33676595267185,-5.04609293163283,-1.02971802620392,-0.508867408362614,-0.281940748010133,-1.8616418388162,-1.54624341849577,-3.61403445701471,0.134153627050428,-1.54233794634156,-3.3308066861779,2.59049933526785,1.10412701189035,-1.65800489782081,5.74720095524368,1.38101521386898,0.14581543868011,0.619105530620987,0.105650823427948,-1.33926474894036,-1.55158956866014,-2.77320970242675,1.58679842631893,0.705451744587854,-2.38848175809183,-0.549158158032301,-3.31524058764322,-2.17313758912704
"MGH100.P5.D07",-4.17373490273201,-0.224356025477207,-2.87775649909857,-5.41538812209962,0.19422513779531,0.17750216067563,-1.91510092723944,-1.22611660443922,-1.02468903640547,2.05177326515645,3.00565344498882,0.818993593192586,1.69085169624595,-0.123788273223398,1.65600334408141,0.0286112373632198,2.6200146468544,-0.979337658113212,-0.298260235198377,-3.10885620295193,0.540732820800793,0.205083245046887,0.484129109712791,-1.6307599269092,-2.37516263477451,2.09100090419152,0.272775863747763,-2.69678468924319,0.0622794842560861,-0.798750505683549,2.42519187369009,-1.68384694803183,-0.331674031598376,0.00914511771720181,1.36607637341665,-2.41025659090832,1.05768255545022,0.0990223455800593,0.881515651634752,-0.368623267504986,1.4171547411532,-1.81353079060458,-1.77407585369555,0.00525144063755745,1.24890384291493,1.45162127439633,-0.882888479734076,-0.0196222963302195,-1.45222028361502,-1.3467599495039
"MGH100.P5.D09",-5.94618030797827,-1.01302205571528,-1.8339380824785,-3.55890927850945,0.800776984290744,1.72226536943724,-0.794317988617358,-0.498959395143166,-0.893482999569443,0.0515110868266793,2.04102966553291,1.39240661623637,-0.169898225963797,0.249744746907143,-1.30456433050952,0.742244102838352,2.85746208429228,-0.903887426500116,0.0279177305419101,-1.40619730493666,1.99464942350047,-0.718751601703024,2.50264510321481,-3.96725874058325,-2.24988665618648,0.514522037181025,0.112861476658745,-1.72472596572171,0.0991961856551798,-2.00588191942797,0.928588697450419,-2.85655671183316,-2.25435567915153,-1.11810876400617,0.469830996529388,-1.26196298495011,4.93791614931158,-0.605023135389074,1.65176182488066,0.963679758562225,-0.610604551368166,-1.27733948487492,-1.18510038703372,-3.5858572353689,4.0394348870099,-0.676765074419057,-1.54231138466057,0.784121985341978,-1.25856156913993,-3.03607415997219
"MGH100.P5.E01",1.21989994863681,-17.7960294347122,-1.30710502660324,1.95787693512695,-2.95525652619632,2.7057470255155,2.33787218453506,0.79787298907526,1.62081369488261,4.9907924348503,0.373015837014683,2.76091319787861,0.00613044415608211,-3.68523951629463,-0.805800179938584,-0.657611558196765,5.19328236645651,-0.154136101717771,1.97536686600711,-2.11821003905004,1.4730082818905,-1.39516117703075,0.825399799791981,-4.64864166496268,-4.3869721309034,0.500384184322239,-0.0153863403645723,-1.98663041886684,-0.684062789049355,-2.89722239157491,-0.205586968933375,-1.17295887714486,-2.22365836358126,-0.277770985764272,0.923119444424092,1.72246925031564,3.77722672273856,0.729677271848799,1.27483096632821,-0.622576107220484,2.01619265391201,-0.492532149154367,-3.51682484870631,-1.2601380645203,0.626542932247309,-0.221354690606826,-0.59335815392945,-0.929158653479708,-0.336586012730594,-0.962591098653361
"MGH100.P5.E02",-5.27161192696528,-0.850748812671069,-0.307167326510319,-5.02036232843522,1.16440582248962,1.83387301907923,0.586391299913002,-1.15232019438024,-1.01243617705659,-0.295792053332572,3.5049903557945,1.66593879519484,2.38323844244916,0.137278511268327,0.264298223198964,-1.60468693934916,1.06395040537276,0.762218275505335,2.39812563531214,-1.75848469834393,-0.328009810220734,-0.540577181935562,2.07494435597513,-3.73204327073323,-1.63443740042466,-0.335720875777354,-1.2420071200936,-2.28090857106695,1.51553241757602,-0.884004611251979,-0.358480432176168,-1.19694543320967,-1.10689463904743,1.74797803338217,0.530771531438643,0.0533917818624157,3.14211166318051,0.952185280501447,1.45961057069374,-2.52766396831171,0.735767142248649,-1.46202711711572,-0.603531360262592,0.183734588715579,1.15628034147291,-0.0683634223437877,0.899255725259299,-0.965431168792907,-0.191053176818482,-0.723583798131748
"MGH100.P5.E06",-3.99696017126753,-8.30357210229623,-2.09236023097089,6.90101486160224,1.75254196404742,-0.856976465387288,3.05567490192186,1.66039902685655,-1.87147215324311,4.72489560170498,3.38774209421009,1.69863878115859,1.49838423813557,-5.04835285076563,-0.748626893839066,-0.869279944825656,1.93401790473031,-0.162690776007341,1.07032113176846,-2.74463720427901,-0.990694366303296,1.41380317955459,0.69794999925762,-3.19563614066039,-3.29521973993399,3.82509681962116,3.02386098206092,0.715079259785042,0.963669020354929,-6.52322738657516,-0.970282539594049,3.34813533209062,-3.48414396638384,-1.25006158684699,0.692820017561909,-2.3610581699288,1.24061398656117,0.905949867464903,1.94941682987776,-0.335247276209294,2.22001979728367,-1.48948316716573,0.233285912297174,0.793492650403294,-1.07966577109745,-0.122460436730591,-0.497996292288584,-0.869035821467956,1.40115806549873,-1.20978391086058
"MGH100.P5.E08",-7.09789211177414,-1.62756885091675,-3.42650881370265,-3.97882546257147,-0.008736571608623,3.36044165443523,-1.34595916546931,-0.8681190522604,-2.32112529466248,0.819205904249758,1.2558773118648,2.51468513746655,1.94663575592154,-0.977560633619726,-1.81641033589446,-1.10192251623397,0.0538745445195203,-0.301261916679657,0.413333670387372,-2.61051381057628,1.3079168602521,-1.28577056227675,1.89608328354405,-4.43408669377956,-1.318422581248,-1.51778469989803,-0.421099400181216,-1.62063841558637,-1.50958699766621,-3.41190808245669,0.650402429770157,-1.55579821095864,-1.60487686288594,1.36230936366514,1.08774175564782,-1.25720096698462,4.11476195641794,3.36696238718637,1.42440996591909,1.57046511754871,0.3995583977049,-0.5316323592109,-0.7744169073361,-1.62594164164792,1.14338341470886,0.790950834100184,-1.62517167250153,-0.898661030083778,1.79355212305009,-4.00626650944751
"MGH100.P5.E11",-13.3340392882203,-0.712483322495285,-1.51208702171035,11.6821582540404,4.99457679131996,-4.90375775324218,0.119351203080747,2.54057614740045,0.860142191757722,0.250806987784859,4.53902716365748,2.28777695143744,1.36386908683721,1.46747219815319,1.71192304274004,-2.11079573232396,1.21406140168131,2.24569028283876,-0.563611666302621,-4.17297626496657,-2.89120756350017,1.67530144501315,4.26717410650145,-4.50731327100947,-3.14732728920688,6.25687137147693,4.78026781204632,-0.859218256522352,-0.473246926569928,-5.72033903460953,-0.646018934525574,0.803493429806779,-4.40404128874359,-2.81000099450897,1.13895987820164,-0.548882732128288,1.65847089950306,1.26619493984497,1.85245159133487,0.0317929993029794,-1.2122924570681,-2.18798287635144,3.67090373064405,-4.36578725226609,-1.41639122375423,-2.42556166859826,-4.13374802338057,-3.20289385667392,1.69342493652017,2.31385805498169
"MGH100.P5.E12",-7.95788522704804,-3.99781287710013,-3.31315503014777,0.399611828089764,1.99088785505191,1.41690119562916,0.485403526639871,2.12779615773739,-3.40262404478221,0.703745963321064,2.18872586167779,2.2498692580157,1.97833153377011,-2.43265988632924,1.84707105335121,-0.843751490966543,1.25602685321756,-1.03543854790425,1.22962937503837,-2.74772004138341,-2.17730376537394,1.28897824774836,1.30766455391184,-4.71161047862721,-2.69480994582161,2.92695678213049,-0.233443502681086,-0.0392601402814478,-0.247173623734617,-3.60746924115587,0.653808631903606,3.6148872911099,-0.569811583640715,-1.6613454119158,0.869908014606789,-1.66433430230504,3.1018285908172,0.258041388013269,0.487732379997874,-0.129051079214575,0.463511364811149,-1.98639464785353,-1.45217596582451,-1.26820798651375,-2.48770174916452,0.0963430803251225,-0.285713977041471,-0.610605733309475,0.376169474747912,-0.828088239824906
