"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PPP1R17",0.00192960969787807,-1.8993409805881,0.02,0.033,1
"CCDC47",0.00194263704760511,0.308650165005307,0.764,0.792,1
"FAM8A1",0.00194443734771555,0.70247259396417,0.231,0.272,1
"KCNJ8",0.00194908142972522,0.378438897352685,0.074,0.053,1
"ZNF14",0.00195297551138358,0.812455006651722,0.314,0.284,1
"ZNF681",0.00195398844120036,-0.223927176027095,0.757,0.795,1
"STX8",0.00196198910429313,-0.265023000640531,0.378,0.423,1
"JMJD4",0.00196429144857875,-0.153949073838143,0.198,0.235,1
"RECQL5",0.00197015955214926,0.32004420507707,0.255,0.22,1
"NR2C2AP",0.00197147057253363,0.216483955586437,0.28,0.249,1
"HTR4",0.0019731937598004,-0.689283302746886,0.01,0.019,1
"POM121L1P",0.00197525341040595,1.26288959467385,0.071,0.05,1
"MSH2",0.00197552394087892,0.543288731751978,0.483,0.458,1
"LOC100500773",0.00198230198819228,-0.620142944049894,0.01,0.02,1
"ITGA6",0.00199053085781638,-0.959460833213669,0.238,0.265,1
"NCAM1",0.00199145998861518,-0.323495558535622,0.92,0.895,1
"ALPL",0.00199985018928721,0.889936379871412,0.06,0.041,1
"MYO3A",0.00200225085664466,1.76079372301989,0.021,0.01,1
"TFAMP1",0.00200706756166435,-0.703998421229189,0.269,0.32,1
"TSGA10",0.00201341579439251,2.59554138027599,0.064,0.045,1
"LOC401320",0.00201653172266074,0.23665097399056,0.398,0.362,1
"SNORA59A",0.00201974404964879,1.67809558944252,0.024,0.012,1
"SNORA59B",0.00201974404964879,1.67809558944252,0.024,0.012,1
"FABP6",0.00202149606602672,-1.27305991602116,0.025,0.04,1
"TMEM184A",0.00202459502553971,0.649511555265053,0.126,0.159,1
"CDKL3",0.00203038110598227,0.877823059571315,0.187,0.156,1
"HCCS",0.00203315757005545,0.441924895299411,0.204,0.249,1
"ZMAT3",0.00203461268668171,0.186639777629338,0.905,0.926,1
"MYL5",0.00203690685733816,0.934013348318097,0.074,0.053,1
"SNHG11",0.0020392712832354,0.568622937329926,0.322,0.298,1
"ATF2",0.00205488292260234,0.381215622645862,0.57,0.553,1
"H6PD",0.0020687201099233,0.201795731367902,0.691,0.751,1
"LOC440354",0.00207196610235074,0.351275733888433,0.763,0.77,1
"PLEKHA8",0.00208515007155705,0.345952934407221,0.253,0.303,1
"CDYL2",0.00208729694917751,1.62047158308618,0.025,0.012,1
"ZNF813",0.00208872751139371,1.26910663614493,0.177,0.149,1
"CRADD",0.00209262191400205,0.183125522132284,0.24,0.281,1
"INO80E",0.0020938887565465,-0.356651155711053,0.341,0.388,1
"GPATCH2L",0.00210331565449643,0.241216836244017,0.364,0.414,1
"HIST2H3D",0.00211865691514917,0.266988092605581,0.061,0.083,1
"ADAMTSL3",0.00211991686096433,3.54851454023394,0.017,0.007,1
"LRP1B",0.00212979481181889,0.158724912736388,0.516,0.549,1
"PBOV1",0.00213514771661722,0.793802610468152,0.337,0.397,1
"GAB2",0.00213824062242936,-0.297609636678819,0.465,0.49,1
"CHD6",0.00214126434537199,0.113217338830602,0.691,0.676,1
"PCDHB4",0.00214151784729608,0.676419713646868,0.2,0.168,1
"LOC648987",0.00214412547140612,1.0620628516927,0.477,0.475,1
"SLC6A12",0.00214919680404323,0.532004960121101,0.013,0.023,1
"PEX6",0.00214961185063388,0.437947855909491,0.178,0.215,1
"TRIM35",0.0021544647443632,0.144501135181308,0.306,0.357,1
"HMGB4",0.00215492904103858,-0.860378563983351,0.007,0.016,1
"ZCCHC14",0.00215973133125092,-0.143229949674578,0.341,0.385,1
"PFKFB4",0.00216342662758454,-0.34634936542819,0.173,0.207,1
"ZNF467",0.00217012417249944,-0.234486876049162,0.013,0.024,1
"ZNF287",0.00217773341828709,0.319543096977807,0.243,0.286,1
"PLCD3",0.00218818029751648,-0.60884041702717,0.175,0.206,1
"ZNF890P",0.00219504057610566,1.33566128593538,0.016,0.006,1
"C9orf171",0.00219719138912143,1.80936043000487,0.025,0.012,1
"PAQR9",0.00219786571754851,0.22810700276384,0.011,0.021,1
"VCPIP1",0.00219866098550996,0.206903530174204,0.314,0.358,1
"SPHK2",0.0021990880041784,0.172493988093867,0.437,0.406,1
"WNK1",0.00220378297298439,0.320033964543087,0.879,0.823,1
"LOC647859",0.00220464004105082,0.171522814197193,0.024,0.038,1
"CENPT",0.00221140816747232,-0.285330525631776,0.519,0.583,1
"ARF4",0.00221824265119093,0.159841960423224,0.816,0.885,1
"NRBP2",0.00221840469344632,0.703905211474224,0.284,0.253,1
"CDRT15P1",0.00222036088412133,-0.530699283196283,0.023,0.037,1
"POLR2B",0.0022273063686865,0.818135895575024,0.65,0.738,1
"FILIP1L",0.00222774727537765,0.649358878978211,0.129,0.16,1
"SLC25A42",0.00223370541359488,0.363765289479994,0.144,0.115,1
"MRPL11",0.00223905586617426,-0.107663285987476,0.393,0.443,1
"ARNT2",0.00223909522868653,-0.110829796061037,0.621,0.655,1
"LOC100507118",0.00224120496087634,-0.332216823007169,0.019,0.032,1
"ATHL1",0.0022425383675397,-0.434688430086538,0.107,0.133,1
"MOSPD2",0.00224530361802585,0.704244301201282,0.193,0.162,1
"LOC100506746",0.00224559042915351,0.670483211810893,0.74,0.768,1
"ZNF157",0.00224568999356224,0.158369439864899,0.035,0.052,1
"FAM122A",0.00225208837221531,0.258035765079287,0.143,0.176,1
"GRIA4",0.00225482773820469,0.222777494860103,0.577,0.646,1
"BLVRA",0.00225585432073732,0.222858834688614,0.559,0.546,1
"FLJ46361",0.0022578893753447,0.125525697801707,0.529,0.6,1
"SLC4A11",0.00225878679124204,2.60080747421848,0.054,0.036,1
"FGF9",0.00227841572548662,0.800014553648754,0.14,0.175,1
"TTLL9",0.00228156030478061,0.534163773104321,0.049,0.032,1
"CXorf21",0.00229379494542156,0.870686149560115,0.232,0.277,1
"NCOA7",0.00229414595660635,0.32804730808576,0.368,0.415,1
"FAM13A",0.002301573895885,0.841623799497488,0.364,0.43,1
"ZNF501",0.00231292347714628,0.569787509587639,0.192,0.162,1
"GSTM4",0.00231673998894045,0.470276132713212,0.364,0.331,1
"TRPM8",0.00231716495326293,-0.244041007384825,0.247,0.286,1
"PHYHD1",0.00231775343324615,-0.738663949737157,0.645,0.713,1
"SMAD1",0.00232022349395065,0.499856429338831,0.325,0.29,1
"CMAHP",0.00232233478893431,1.46027415904115,0.028,0.015,1
"SULT2B1",0.00233263394887459,-1.37379521805764,0.006,0.014,1
"TRPS1",0.00233877678124273,0.156079501928961,0.525,0.473,1
"MREG",0.00234291905536381,0.75594273913704,0.809,0.854,1
"C1orf115",0.00234644240963227,0.439970917645314,0.014,0.025,1
"TRIM25",0.00234701084352927,0.2811004333028,0.38,0.344,1
"C5orf22",0.00234857634853842,0.146421931904886,0.313,0.364,1
"WDR77",0.00235630220464879,-0.178389030874669,0.443,0.498,1
"CUX2",0.00236096045490207,0.27048512983301,0.031,0.047,1
"CCDC24",0.00236208193515223,0.770295008652812,0.148,0.12,1
"LOC100131825",0.0023707073382623,0.191507173206578,0.024,0.038,1
"BCMO1",0.00237718062726546,2.08132241208632,0.026,0.014,1
"NLRP12",0.0023792559562296,0.332994393086075,0.865,0.883,1
"PNPO",0.00238269832864178,0.407526771622489,0.951,0.971,1
"SYCE2",0.00238616320385889,0.533401563087668,0.073,0.052,1
"LOC400084",0.00239420480954524,0.817136726487504,0.05,0.071,1
"SLC36A1",0.00240273068218081,-0.147712743647249,0.231,0.271,1
"ST3GAL2",0.00241062196413827,-0.232744960872705,0.472,0.521,1
"TSGA13",0.00241498776849215,0.588085509328216,0.013,0.005,1
"FAM159B",0.00241722203560195,-0.152507523930869,0.008,0.017,1
"SRSF8",0.00241802974789845,0.492405201975796,0.7,0.753,1
"POGLUT1",0.00242224668823414,-0.217279846263083,0.455,0.502,1
"LOC100506071",0.0024247462048757,0.382673679083072,0.027,0.042,1
"SGK196",0.00242848322397835,0.12664734895602,0.488,0.551,1
"OR7D2",0.00243362971175486,0.327854442961582,0.858,0.884,1
"MC1R",0.00244112856819716,-0.567879309186193,0.115,0.142,1
"PPP1R12B",0.00244430371915419,0.191993062507502,0.803,0.854,1
"LOC391322",0.00245283712364292,1.16949124111335,0.045,0.029,1
"PRELID1",0.00245624968013051,-0.282481925424829,0.744,0.797,1
"AP2A2",0.00245645855310683,0.166597983639171,0.495,0.553,1
"CHMP4B",0.00245700886516828,-0.297350453653165,0.073,0.096,1
"ACER2",0.00246119677101344,0.309313132645783,0.047,0.066,1
"ITPKB",0.00246692960938194,0.853093280258168,0.184,0.155,1
"ITSN2",0.00246770148725671,0.688738737768325,0.374,0.34,1
"DYNC1I2",0.00246949185921738,0.179893901484891,0.759,0.853,1
"RAB8A",0.00247307284912074,0.39302519980722,0.518,0.501,1
"LURAP1",0.00248001335734295,0.383501470046614,0.313,0.365,1
"TOM1L1",0.00248343881474345,0.648706228380253,0.146,0.18,1
"NRD1",0.00248488261736031,0.407054454848133,0.751,0.736,1
"PSME4",0.00249443472281113,0.199533979729772,0.555,0.599,1
"PRR7-AS1",0.00249665797171227,0.171555959471824,0.396,0.464,1
"FRAT1",0.00250857130528326,0.637091700942476,0.023,0.011,1
"CLEC2D",0.00250911738545061,-0.263612046479226,0.591,0.628,1
"COPS8",0.00251620637190437,0.39424900300936,0.708,0.724,1
"ZNF837",0.00252193331414521,2.08456201429884,0.019,0.008,1
"MARK1",0.00253189497043247,0.653101599919499,0.394,0.368,1
"RNF5",0.00253309887083462,-0.640264160120107,0.061,0.082,1
"MLIP",0.00253369271465929,1.72607940192768,0.038,0.023,1
"CCDC40",0.00253551349366081,0.190556116764689,0.182,0.216,1
"UTP14C",0.00253987465844194,-0.14333300386816,0.434,0.48,1
"CTPS2",0.00254185198514621,0.519114420582187,0.302,0.356,1
"WDFY3-AS2",0.00254991620391212,0.933551784285304,0.075,0.055,1
"KIAA1429",0.00255950720509884,0.155887039335055,0.404,0.456,1
"TBX19",0.002560416086006,0.365537575568298,0.036,0.053,1
"GTF2IRD2B",0.00256364683259718,0.644031223275653,0.349,0.324,1
"ZNF32-AS2",0.00256800521969224,-0.761661080187854,0.04,0.058,1
"ATP11C",0.00256930697877772,0.685024659133536,0.153,0.189,1
"ALDH1L1-AS1",0.00257006833797616,3.90021904711026,0.011,0.003,1
"ZNF429",0.00257359211516151,0.471957959814427,0.635,0.629,1
"C19orf73",0.00258277987419222,0.852529317400387,0.076,0.055,1
"LOC389458",0.00258283455531994,-1.27191163911438,0.011,0.02,1
"TRIM16L",0.00258609666304501,-0.270153254729946,0.565,0.625,1
"LOC100289473",0.00259635233785488,0.904493748291673,0.06,0.082,1
"ZMAT1",0.00259709446118599,0.360472171469473,0.556,0.521,1
"DPPA2",0.00259752859832153,1.98780895709277,0.018,0.008,1
"ALDH2",0.00260358874768921,-0.140644458298284,0.414,0.46,1
"KIAA0586",0.00260433155751827,0.498596181065556,0.351,0.321,1
"DPM1",0.00261523833512089,0.669436085946641,0.468,0.475,1
"HLA-F-AS1",0.00261701318636622,2.20074481301821,0.153,0.13,1
"LOC100506384",0.00261780664574622,-1.37584276246753,0.015,0.025,1
"DOCK3",0.00262197683407136,0.499928275329351,0.256,0.223,1
"CR1",0.00262474843433891,0.582697478306483,0.345,0.405,1
"CSRP2BP",0.00262759321999638,0.6338658857836,0.33,0.303,1
"LDLRAD2",0.00263352097373699,0.260155486652881,0.024,0.038,1
"CXCR4",0.00264865681021661,0.759819477533473,0.117,0.092,1
"FBXO36",0.00265099538871692,0.559164633861796,0.218,0.188,1
"KIAA1211",0.00265619733900016,0.950012784756336,0.288,0.337,1
"METTL15",0.00265699613867875,0.818217015094027,0.42,0.393,1
"MIR4700",0.00266299727924565,-0.743945503497189,0.005,0.012,1
"KRT5",0.00267117248662843,-2.0657308557393,0.021,0.01,1
"FANK1",0.00267290023276717,0.756045793699297,0.022,0.035,1
"LOC285889",0.00267799188722148,-1.8091608911201,0.004,0.01,1
"ATP5S",0.00268249925580667,0.258205972296267,0.468,0.524,1
"ATP6V0A4",0.00268564000607386,-0.846474245951847,0.01,0.02,1
"FAM106A",0.00268994609953588,0.915944785019429,0.402,0.471,1
"PAFAH2",0.00269209262706369,0.610258681440011,0.671,0.686,1
"PLIN4",0.00269430937301072,1.09425990988478,0.103,0.079,1
"GEMIN2",0.00269548308793664,0.213122547805857,0.235,0.281,1
"PSMA3",0.00270000748331389,0.105472439648252,0.696,0.775,1
"NOC4L",0.00270269068892676,-0.333496925463235,0.329,0.373,1
"ITGB1BP2",0.00270497854659562,0.287438975744536,0.032,0.048,1
"EFCAB6",0.00271019886158485,0.841162554825039,0.11,0.085,1
"GPD2",0.00271997676005132,0.234109614373097,0.434,0.395,1
"C2orf61",0.00272382223415687,3.17147771026866,0.035,0.021,1
"LOC402779",0.00272638227114569,0.158374271394135,0.016,0.027,1
"FGF13-AS1",0.0027287244580633,0.337322617318761,0.013,0.024,1
"C16orf72",0.00274848282574164,0.205876203107181,0.331,0.376,1
"RTKN",0.00275496119304111,0.514595688237522,0.55,0.541,1
"NDUFAF4",0.00275906128943836,0.130931755611007,0.404,0.468,1
"SPNS2",0.00276136957626837,0.442212614565559,0.123,0.151,1
"PRKCSH",0.00276221221586171,0.223590825868902,0.781,0.767,1
"SH2D2A",0.00276457699658983,-0.358165425279713,0.007,0.015,1
"AMIGO3",0.00276886972749009,0.188458005176844,0.255,0.223,1
"TRIP12",0.00277053497406247,-0.11292340540319,0.612,0.659,1
"SERHL",0.00277319256904712,1.25914570638064,0.051,0.033,1
"MCCC2",0.00277523643942875,0.50174169645574,0.565,0.565,1
"MAP3K9",0.00277635924016923,0.466890347327377,0.517,0.594,1
"IGSF22",0.00277944431166548,-0.338021422952294,0.038,0.055,1
"AGBL2",0.00278730725937142,2.15926624962224,0.037,0.022,1
"ZNF331",0.00279568558015057,0.638024713996499,0.556,0.556,1
"SMKR1",0.00280540751911697,1.19746963228996,0.036,0.021,1
"ERAL1",0.00281024506691319,-0.151811034710509,0.489,0.545,1
"MRO",0.00281102428950895,0.465171816432042,0.666,0.68,1
"EPS8L2",0.00283700591639681,1.22135839024041,0.052,0.035,1
"UCA1",0.00284251184262018,2.03455687337495,0.059,0.041,1
"LINC00571",0.00284315599507824,2.51062777982593,0.01,0.003,1
"NAV3",0.00284795869031604,0.155970276579862,0.098,0.125,1
"CDK17",0.00286324188525061,0.191908456842477,0.432,0.49,1
"HORMAD2",0.0028843523668039,-0.422463571799719,0.011,0.021,1
"EGFL8",0.00288910564375696,-1.07392744951888,0.144,0.171,1
"IVD",0.00289284500961339,-0.237823318589645,0.971,0.98,1
"ARHGAP32",0.00289943929280923,0.306542348921746,0.477,0.535,1
"PASK",0.00290042879160132,-0.171424662895861,0.164,0.197,1
"HIST1H3E",0.00291158447113739,1.40707592625589,0.039,0.024,1
"DYSF",0.00291507666005092,-0.82651615126004,0.008,0.016,1
"FAM220A",0.0029233940931357,0.895250234993191,0.204,0.176,1
"PCDHAC1",0.00292379363979355,-0.48028548190737,0.059,0.079,1
"RFFL",0.00292661659268047,0.397539121528725,0.247,0.214,1
"ILKAP",0.00293186188352319,0.156375376493001,0.497,0.484,1
"SUPT7L",0.00293424531241582,0.204947949641742,0.722,0.78,1
"ACTR2",0.00293719737479029,0.164769443374113,0.613,0.69,1
"CSPG4P1Y",0.0029431393731033,-0.669405113933646,0.014,0.024,1
"C1QTNF5",0.00295135944638762,1.42514453365514,0.065,0.046,1
"MFRP",0.00295135944638762,1.42514453365514,0.065,0.046,1
"SERPINB9",0.00295140628725723,-0.635096450925486,0.641,0.697,1
"LEF1",0.00295554334153005,-0.198002925521817,0.077,0.099,1
"CLSTN2",0.00296117018879447,0.112968825932198,0.095,0.071,1
"SLC5A10",0.00296190230683738,-0.479562642114655,0.03,0.045,1
"GSTT2B",0.00297267616521546,0.648119139134623,0.181,0.153,1
"EEF1E1-MUTED",0.00297482476110497,0.86047909632491,0.045,0.064,1
"CYP2F1",0.00297694077573332,0.378159498689986,0.087,0.065,1
"GYG1",0.00298214512238078,0.262107767611813,0.27,0.321,1
"ORC1",0.00299267218548787,-0.535652639119286,0.166,0.199,1
"BBC3",0.00299599989222108,-0.482871396525745,0.05,0.069,1
"NCOR1",0.0030011226348993,0.159343133371749,0.919,0.921,1
"WDR19",0.00300775581791071,0.708447643952422,0.277,0.245,1
"MTCH1",0.00301080231752725,-0.139017046713895,0.689,0.727,1
"NCAPD3",0.00301242967890416,0.218036617162886,0.411,0.382,1
"GPR158-AS1",0.00301302701610892,0.112721009752462,0.048,0.067,1
"RBPMS2",0.00301649016893646,1.20047801451654,0.05,0.033,1
"STK31",0.00302812995598493,-0.591906064063315,0.036,0.053,1
"CLINT1",0.00303295839215785,0.114803685912774,0.647,0.727,1
"SLFN5",0.00303805743860147,0.213798468836511,0.057,0.078,1
"NF1",0.0030386775519755,0.461043813696941,0.699,0.673,1
"PLCL1",0.00304098602586922,-0.207794534456573,0.049,0.068,1
"MORN1",0.00306988876120859,1.01410271115355,0.122,0.097,1
"ZNF347",0.00307895019137813,0.96294241153272,0.695,0.706,1
"SNORD104",0.0030847511246741,-1.9540483442666,0.004,0.011,1
"MTHFD1",0.0030895963792487,0.371055065490189,0.541,0.522,1
"MYADML2",0.00309364153051373,2.65699909887093,0.011,0.003,1
"CCDC30",0.00309710180293,0.740769447341537,0.708,0.738,1
"PIGX",0.00310581328122021,0.285559618405638,0.964,0.979,1
"ATP6V1E1",0.00311561117828982,0.159644082412964,0.556,0.617,1
"C5orf42",0.00311565688273799,0.5552583675042,0.522,0.493,1
"IQSEC3",0.00311755243268213,1.96104435802957,0.029,0.016,1
"C17orf70",0.00312108905530489,-0.32727264782446,0.557,0.591,1
"FKBP1AP1",0.00312161015486545,1.03943650190181,0.441,0.432,1
"FGF14-AS2",0.00312817769297761,0.12278493394596,0.155,0.19,1
"LOC100507140",0.00313667308454333,1.3299942918712,0.011,0.003,1
"CASP10",0.00313833189752862,0.390773938364319,0.356,0.417,1
"H1FX-AS1",0.00315510224144054,-0.564967434897816,0.13,0.159,1
"ZNF396",0.00315657236757471,0.982597772578736,0.063,0.045,1
"GBE1",0.00316078143631452,0.725896478496066,0.422,0.395,1
"POLR3C",0.00316800259752482,0.14610823858157,0.364,0.419,1
"LRRC45",0.00318982920455226,-0.263728264390047,0.115,0.143,1
"FAM227B",0.00319573561814267,-0.164068038930423,0.08,0.104,1
"LINC00654",0.00319853575829619,1.35025762630898,0.114,0.09,1
"RAD18",0.00320602598781599,0.52786391114681,0.333,0.3,1
"PRH1",0.00322788511956798,1.52042775382458,0.056,0.038,1
"LOC642929",0.00323229059938575,0.337055799622911,0.091,0.118,1
"SETD1A",0.00324271289925885,0.199652170200521,0.268,0.307,1
"ZNF408",0.00324657774153994,0.124944456499136,0.164,0.199,1
"HNRNPA1P33",0.00326490789415433,0.300339512873028,0.062,0.084,1
"LOC150568",0.00326757888758697,-0.15094052905511,0.216,0.252,1
"LINC00622",0.00326913018406486,-0.516050520842509,0.016,0.027,1
"SSR4",0.00327742565744438,-0.181326462497697,0.812,0.818,1
"ZNF57",0.00329363821765574,1.2522453716111,0.084,0.063,1
"NBPF9",0.00329372479401958,-0.133145877710462,0.591,0.625,1
"RGPD6",0.0032942160014219,-0.268306206325382,0.456,0.493,1
"PHKA2",0.00330327914911568,0.604490505726615,0.261,0.226,1
"CTU1",0.00330922898742378,-0.861532155115797,0.034,0.05,1
"IL12RB2",0.00330968433862138,0.406051088595484,0.066,0.088,1
"LINC00630",0.00332002529116926,-0.505011598954741,0.2,0.235,1
"CHRNE",0.00332652640871117,0.766283386301123,0.034,0.05,1
"EIF1AX",0.00332912140340911,0.395833584059091,0.822,0.871,1
"LRTM1",0.00335732085867109,3.91508953732917,0.01,0.003,1
"EPHX4",0.00335955350823161,-0.179909335533747,0.008,0.017,1
"LOC399744",0.00336097370054967,0.207405490330891,0.723,0.711,1
"RAP1GAP2",0.0033632771963638,0.88067921912947,0.114,0.09,1
"GCNT1",0.00336889910993172,-1.42027419230901,0.042,0.058,1
"SLC25A51",0.00337275729310145,-0.289761245335938,0.835,0.888,1
"EPG5",0.00337801382098354,0.494680916941394,0.47,0.528,1
"SLC22A1",0.00338773781095117,-2.70203189689821,0.01,0.019,1
"CYP3A7-CYP3AP1",0.003388052185932,1.39128199596874,0.013,0.005,1
"NBEAL1",0.00340686374206732,0.445660005479292,0.336,0.303,1
"LHB",0.00341028226905567,2.24040201756322,0.01,0.003,1
"FFAR4",0.00341520349226577,0.309996491732006,0.251,0.299,1
"LOC100996307",0.00342237308679711,0.177351462475775,0.051,0.07,1
"FOXN3-AS2",0.00342334633930099,-0.659061175192725,0.016,0.028,1
"ZFP3",0.00342603217758824,0.189408685249202,0.402,0.368,1
"LOC100506472",0.00342620930546272,0.525479497463286,0.665,0.692,1
"PSTPIP1",0.00342623042322269,3.31228968166397,0.025,0.013,1
"TIGD1",0.00342743676362711,0.209200448643597,0.863,0.899,1
"OR2H2",0.00342765664384293,0.556706573680152,0.021,0.034,1
"ZC3H13",0.0034280732954632,0.149069043398686,0.665,0.728,1
"INPP1",0.00343097769512524,0.761317938943598,0.235,0.207,1
"ZBTB49",0.00343259711130821,1.00338668615164,0.144,0.117,1
"LOC150381",0.00344408437504236,0.437039396069629,0.117,0.146,1
"RXRA",0.00344415539015089,-0.369530126613497,0.24,0.273,1
"THADA",0.00344762020703452,0.683866490310267,0.419,0.392,1
"FAM174B",0.00344858538774788,0.238536235688976,0.037,0.054,1
"ZNF439",0.00345352394054544,1.24123672861524,0.337,0.32,1
"LOC100506134",0.00346541714956648,-0.979275095830971,0.028,0.042,1
"FMR1-AS1",0.00346658019764078,0.425450419938375,0.017,0.028,1
"SLC25A37",0.00346822941889958,0.176645281508451,0.329,0.371,1
"C18orf56",0.00346858455116728,-0.151962153825508,0.08,0.104,1
"HOXB-AS5",0.00347841001019013,2.47788341428111,0.015,0.006,1
"SAAL1",0.00348122189530897,0.292526675049825,0.309,0.368,1
"MFSD2A",0.00348775803369739,0.16050102675637,0.179,0.213,1
"GNL2",0.00349187477205993,0.126426801147055,0.394,0.455,1
"SNORD12C",0.00349316681917443,-1.06362835745881,0.005,0.011,1
"RNU6ATAC",0.0034973518774863,-0.407631601053033,0.023,0.036,1
